mibig_id	nucl_acc	loc	from_gbk	from_genefinding	new_annot	re_annot
BGC0001010	AJ557546.1	1-51855	19	0	0	8
BGC0001011	DQ351275.1	1-116831	38	0	0	0
BGC0001012	DQ885223.1	1-91893	5	0	0	0
BGC0001013	DL080157.1	1-116856	0	42	0	0
BGC0001014	AL646052.1	1941939-1980062	10	0	0	10
BGC0001015	AJ441056.1	1-55575	9	0	0	0
BGC0001016	AY212249.1	1-57817	13	0	0	0
BGC0001017	AF183408.1	1-63626	17	0	0	17
BGC0001018	AB481215.1	1-33711	8	0	0	0
BGC0001019	KF657738.1	1-58049	11	0	0	11
BGC0001020	HQ257512.1	1-54698	38	0	0	0
BGC0001021	AL123456.3	2656200-2680020	10	0	0	0
BGC0001022	AF319998.1	1-49736	11	0	0	0
BGC0001023	AJ698723.2	1-29111	3	0	0	3
BGC0001024	AF188287.1	1-42603	7	0	0	7
BGC0001025	CP000113.1	4726438-4809194	23	0	0	20
BGC0001026	GQ176852.1	1-19818	6	0	0	0
BGC0001027	AP006618.1	820180-840689	8	0	0	0
BGC0001028	AF204805.2	1-40989	8	0	0	8
BGC0001029	JF430079.1	1-55508	11	0	0	11
BGC0001030	AY557343.2	1-10258	3	0	0	0
BGC0001031	JX315603.1	1-77781	23	0	0	0
BGC0001032	JX315604.1	1-78466	23	0	0	0
BGC0001033	CP003355.1	1729923-1788675	14	0	0	0
BGC0001034	HE616533.1	1-61485	12	0	0	11
BGC0001035	KE145356.1	180393-296227	31	0	0	16
BGC0001036	KF386858.1	1-73445	37	0	0	0
BGC0001037	CM000176.1	115218-134016	5	0	5	5
BGC0001038	JX424761.1	1-41430	27	0	0	27
BGC0001039	HM436809.1	1-42448	26	0	0	0
BGC0001040	X86780.1	1-107379	28	0	0	0
BGC0001041	CP000667.1	1140547-1182556	31	0	0	29
BGC0001042	FJ809786.1	1-118372	44	0	0	0
BGC0001043	AP009493.1	950358-966540	6	0	0	0
BGC0001044	AY553235.1	1-68683	23	0	0	0
BGC0001045	JQ045344.1	1-54335	16	0	0	16
BGC0001046	FN433113.1	1-80894	38	0	0	3
BGC0001047	AJ548826.1	3503-25621	7	0	0	0
BGC0001048	EF032505.1	1-80158	40	0	0	30
BGC0001049	AM409327.1	1-21932	5	0	0	5
BGC0001050	KC181865.1	1-19730	2	0	0	2
BGC0001051	GQ981380.1	1-82258	19	0	0	5
BGC0001052	GU385216.1	1-55522	15	0	0	0
BGC0001053	AJ620477.1	1-82868	32	0	0	0
BGC0001054	FN667742.1	1572674-1613982	14	0	0	8
BGC0001055	AM236324.1	1-84189	68	0	0	0
BGC0001056	HE995400.1	1-55138	23	0	0	14
BGC0001057	DQ019316.1	1-49993	11	0	0	0
BGC0001058	EU670723.1	1-84773	48	0	0	40
BGC0001059	FJ430564.1	1-65755	27	0	0	0
BGC0001060	EF552206.1	1-76048	59	0	0	0
BGC0001061	FJ483966.1	1-52164	43	0	0	5
BGC0001062	FJ915123.1	1-39835	30	0	0	0
BGC0001063	AL645882.2	6432566-6464206	22	0	0	0
BGC0001064	JX477167.1	1-26219	12	0	0	12
BGC0001065	JN671974.1	1-159472	96	0	0	0
BGC0001066	AM992894.1	1-66606	20	0	0	14
BGC0001067	CM000176.1	79285-114438	15	0	0	13
BGC0001068	FW556769.1	1-39008	0	8	1	0
BGC0001069	DQ065771.1	1-96547	9	0	0	7
BGC0001070	AM746336.1	1-132542	59	0	0	5
BGC0001071	GQ979609.2	1-59320	13	0	0	0
BGC0001072	AF324838.2	1-75379	50	0	0	8
BGC0001073	JN038178.1	1-82504	61	0	0	0
BGC0001074	JJOH01000002.1	297513-339455	40	0	0	0
BGC0001075	AB694012.1	1-17525	11	0	0	0
BGC0001076	GU219978.1	1-29709	25	0	0	25
BGC0001077	AP012319.1	8379670-8386219	7	0	0	0
BGC0001078	AB212624.1	1-27448	23	0	0	0
BGC0001079	EF397638.1	1-43410	31	0	0	31
BGC0001080	FN178498.1	1-17804	18	0	0	18
BGC0001081	AY742903.1	1-39942	3	0	0	0
BGC0001082	HM171111.1	28174-46982	8	0	0	0
BGC0001083	JX186999.1	1-60157	41	0	0	41
BGC0001084	HM622670.1	1-42456	19	0	0	0
BGC0001085	AB937114.1	3684-14329	4	0	0	0
BGC0001086	KF724895.1	1-14082	4	0	0	0
BGC0001087	CP000667.1	274055-275581	1	0	0	0
BGC0001088	AJ586576.1	1-55839	20	0	0	0
BGC0001089	AJ634060.2	1-72494	14	0	0	14
BGC0001090	CP000560.1	1867976-1912622	10	0	0	4
BGC0001091	HM071004.1	1-79373	16	0	0	0
BGC0001092	CP003468.1	131663-174447	18	0	2	18
BGC0001093	DQ013294.1	1-84868	21	0	0	0
BGC0001094	CP000442.1	393560-464973	24	0	0	0
BGC0001095	CP000560.1	1921412-1970953	15	0	0	5
BGC0001096	HM047288.1	1-95426	28	0	0	0
BGC0001098	AB050629.1	1-41599	9	0	0	0
BGC0001099	GU479979.1	1-77317	29	0	0	15
BGC0001100	AB088224.2	4922-35881	15	0	0	0
BGC0001101	AF484556.1	1-135638	71	0	0	27
BGC0001102	CP000085.1	2545193-2580940	13	0	0	13
BGC0001103	AF184956.1	1-46860	10	0	0	0
BGC0001104	CP000113.1	4797714-4809194	12	0	0	0
BGC0001105	AY688304.2	1-36513	10	0	0	0
BGC0001106	EF552687.1	1-127726	33	0	0	0
BGC0001107	JX033584.1	1-8444	2	0	0	0
BGC0001108	AY328023.1	1-75778	16	0	8	16
BGC0001109	DD161836.1	1-52659	0	9	0	0
BGC0001110	FJ823461.1	1-72054	19	0	0	0
BGC0001111	FR854394.1	1-92218	13	0	0	6
BGC0001112	AM411073.1	1-81989	9	0	0	1
BGC0001113	KJ461964.1	1-93443	15	0	0	0
BGC0001114	JX307851.1	1-85738	20	0	0	20
BGC0001115	FN689524.1	10748-97600	37	0	0	0
BGC0001116	AB283030.2	1-57999	18	0	0	0
BGC0001117	FR823394.1	1-51421	25	0	0	0
BGC0001118	CM000172.1	54334-75724	9	0	0	4
BGC0001119	HF563079.1	1-72571	29	0	0	0
BGC0001120	CP000086.1	2543245-2580940	29	0	3	0
BGC0001121	BN001302.1	214879-224786	5	0	0	0
BGC0001122	CH476594.1	901119-944781	16	0	0	2
BGC0001123	AP007154.1	59595-103337	22	0	1	0
BGC0001124	ACJE01000019.1	122605-134271	1	0	0	0
BGC0001125	KM078884.1	1-56729	10	0	0	0
BGC0001126	KF664586.1	1-41745	32	0	0	32
BGC0001127	HE967328.2	1-45262	15	0	0	0
BGC0001128	BX470251.1	3865092-3880790	1	0	0	0
BGC0001130	NIBS01000014.1	52424-100650	14	0	0	0
BGC0001131	NITZ01000005.1	144017-173487	8	0	0	0
BGC0001132	FN667742.1	1902005-1914421	1	0	0	0
BGC0001133	FN667741.1	739318-805205	45	0	0	0
BGC0001134	NC_005126.1	4843318-4844043	1	0	1	0
BGC0001135	JX424818.1	1-16848	1	0	1	0
BGC0001136	HM243222.1	1-20147	5	0	4	0
BGC0001137	KC541560.1	1-18476	13	0	3	0
BGC0001138	JN651966.1	1-39199	37	0	31	0
BGC0001140	FJ655920.1	4531-45738	36	0	0	36
BGC0001141	KJ728786.1	1-37663	10	0	6	0
BGC0001142	HQ591508.1	1-59698	22	0	0	0
BGC0001143	ACJE01000001.1	422430-462946	15	0	0	0
BGC0001144	GG698521.1	57770-72970	5	0	0	0
BGC0001145	NZ_AORZ01000028.1	35019-50744	10	0	10	0
BGC0001146	KJ651958.1	1-12498	7	0	0	0
BGC0001147	KJ634466.1	1-28600	21	0	5	21
BGC0001148	AB896796.1	1-28927	21	0	0	0
BGC0001149	CBLV010000330.1	196768-209553	5	0	0	5
BGC0001150	KM923741.1	1-23437	20	0	0	20
BGC0001151	JN705801.1	15432-35367	14	0	0	14
BGC0001152	EF451155.3	10739-42549	8	0	0	8
BGC0001153	JN660148.1	1-40826	5	0	0	5
BGC0001154	CP001700.1	3108359-3124919	14	0	0	14
BGC0001155	KF366381.2	4201-30487	21	0	0	17
BGC0001156	GQ398492.1	2491-38278	31	0	0	31
BGC0001157	FN554889.1	6304534-6321700	13	0	0	13
BGC0001158	HE802545.1	1-1569	1	0	5	1
BGC0001159	JX157625.1	1-43083	25	0	0	16
BGC0001160	CP000951.1	1205897-1214059	1	0	0	1
BGC0001161	KF550301.1	1-9161	2	0	0	2
BGC0001162	KF550302.1	1-9348	2	0	0	2
BGC0001163	GL890825.1	308353-317651	2	0	0	2
BGC0001164	CP002198.1	2029235-2037562	1	0	0	1
BGC0001165	AY652953.1	1-87427	14	0	0	14
BGC0001166	KC862269.1	1-15624	1	0	6	1
BGC0001167	JQ951924.1	1-9324	12	0	0	12
BGC0001168	CM001889.1	891947-896528	3	0	0	3
BGC0001169	KF874660.1	1-49160	12	0	3	0
BGC0001170	NZ_DS981518.1	691338-699823	9	0	9	0
BGC0001171	AE017262.2	1126697-1132588	8	0	1	7
BGC0001172	KF585133.1	1-42435	26	0	0	1
BGC0001173	NZ_ABRX01000001.1	223361-233305	12	0	12	0
BGC0001174	CP004085.1	1876183-1882234	7	0	1	7
BGC0001176	JROO01000009.1	9271-14062	5	0	0	1
BGC0001177	KJ437437.1	1-36742	26	0	1	2
BGC0001178	KF192710.1	1-80908	46	0	0	3
BGC0001179	KJ437438.1	1-46538	28	0	0	0
BGC0001180	BX470251.1	2244049-2249545	3	0	4	3
BGC0001181	AL645882.2	6666219-6668399	1	0	0	0
BGC0001182	NT_165976.1	3830915-3866651	8	0	3	2
BGC0001183	JX306680.1	1-151511	60	0	0	0
BGC0001184	CP000560.1	3593877-3601174	7	0	5	0
BGC0001185	CP000560.1	3021250-3032970	5	0	0	0
BGC0001186	KR857273.1	1-103038	25	0	0	0
BGC0001187	KM603664.1	1-12562	2	0	0	0
BGC0001188	NZ_KN708638.1	4621760-4630230	9	0	0	0
BGC0001189	CU633750.1	1278232-1320161	18	0	0	0
BGC0001190	CM000580.1	756250-809209	20	0	0	0
BGC0001191	KP995196.1	21328-37853	15	0	0	0
BGC0001192	KP262070.1	1-41172	5	0	0	0
BGC0001193	KM114209.1	1-41334	25	0	0	0
BGC0001194	LC008143.1	1-72530	22	0	0	0
BGC0001195	KP339942.1	3538-80239	19	0	0	0
BGC0001196	KP769807.1	1-45196	22	0	0	0
BGC0001197	CP000820.1	2838708-2851386	14	0	0	0
BGC0001198	CP000875.1	2702012-2705317	3	0	0	0
BGC0001199	BBOM01000011.1	619196-682595	0	25	0	0
BGC0001200	BBOM01000004.1	294463-356479	0	21	0	0
BGC0001201	AM746676.1	11915725-11918015	2	0	0	0
BGC0001202	KP830093.1	1-27730	18	0	0	0
BGC0001203	KP830094.1	1-37516	19	0	0	0
BGC0001204	LC006086.1	6818-115042	35	0	0	0
BGC0001205	JQFY01000175.1	120403-167646	16	0	0	0
BGC0001206	KM596502.1	1-11720	9	0	0	0
BGC0001207	KP006601.1	1-52035	10	0	0	0
BGC0001208	CP004045.1	2532001-2542890	4	0	5	2
BGC0001209	CP000419.1	1259086-1262598	4	0	0	0
BGC0001210	CM000745.1	4366121-4375355	6	0	0	0
BGC0001211	NZ_KB913032.1	6431187-6464849	10	0	0	0
BGC0001212	KT067736.1	1-55222	14	0	0	14
BGC0001213	KK106988.1	1556260-1601776	27	0	0	0
BGC0001214	KP715145.1	1-47529	24	0	0	0
BGC0001215	LN849060.1	1-41097	19	0	0	0
BGC0001216	KP719128.1	6356-31635	16	0	0	0
BGC0001217	KM365440.1	1-1691	3	0	0	0
BGC0001218	KP737857.1	1-26398	6	0	0	0
BGC0001219	CH408034.1	1404647-1428146	7	0	0	0
BGC0001220	AB720075.1	1-150000	1	0	0	0
BGC0001221	KJ451627.1	1-24521	26	0	1	0
BGC0001222	KP728900.1	1-3537	7	0	0	0
BGC0001223	KP274855.1	24901-34582	6	0	0	0
BGC0001224	KP274854.1	1519-11352	6	0	0	0
BGC0001225	GQ844764.1	5268-32621	24	0	0	0
BGC0001226	CP006259.1	182318-188335	4	0	0	0
BGC0001227	CP006259.1	697069-709212	11	0	0	0
BGC0001228	NZ_KI911494.1	180856-218636	21	0	14	4
BGC0001229	CP002047.1	8356685-8365315	4	0	0	4
BGC0001230	BK009377	1-48212	14	0	0	14
BGC0001231	KF657739.1	1-62268	14	0	0	14
BGC0001232	NZ_JAIY01000017.1	1-40233	3	0	0	0
BGC0001233	KT809366.1	1-72176	19	0	0	0
BGC0001234	NW_002477249.1	1195973-1211563	6	0	0	0
BGC0001235	KU245058.1	1-50952	11	0	0	0
BGC0001236	KT282101.1	1-29057	17	0	0	0
BGC0001237	KT282100.1	1-21550	10	0	0	0
BGC0001238	FJ430072.1	1-7027	3	0	0	0
BGC0001239	FJ430073.1	1-7028	3	0	0	0
BGC0001240	NT_165982.1	1454209-1483190	1	0	0	0
BGC0001241	EU006773.1	1-36856	13	0	0	0
BGC0001242	HE613440.1	1-23164	8	0	0	0
BGC0001243	FR717895.1	1-1780	1	0	0	0
BGC0001244	KM365454.1	1-5358	1	0	0	0
BGC0001245	KJ434938.1	1-30072	7	0	0	0
BGC0001246	KJ434939.1	1-28428	6	0	0	0
BGC0001247	AY649543.1	1-6591	1	0	0	0
BGC0001248	EU665687.1	1-4300	1	0	0	0
BGC0001249	JQ973666.1	1-6120	1	0	0	0
BGC0001250	JN132403.1	1-14073	1	0	0	0
BGC0001251	JN132407.1	1-15433	1	0	0	0
BGC0001252	AB725683.1	1-7958	1	0	0	0
BGC0001253	AB444613.1	1-2773	1	0	0	0
BGC0001254	AB516321.1	1-7794	1	0	0	0
BGC0001255	KC439347.1	1-41299	11	0	0	0
BGC0001256	EU711405.1	1-4000	1	0	0	0
BGC0001257	AF151533.1	1-7549	1	0	0	0
BGC0001258	AF549411.1	1-14995	2	0	0	0
BGC0001259	EU086466.1	1-8031	1	0	0	0
BGC0001260	AB725916.1	1-25000	10	0	0	0
BGC0001261	AF184074.1	1-14903	1	0	0	0
BGC0001262	AB872924.1	1-32353	6	0	0	0
BGC0001263	EU730584.1	1-4970	0	1	1	0
BGC0001264	LC011911.1	1-50001	8	0	0	0
BGC0001265	AB176546.1	1-9936	1	0	0	0
BGC0001266	GU930713.1	1-29999	3	0	0	0
BGC0001267	EU006773.1	1-36856	13	0	0	0
BGC0001268	JX308619.1	1-12891	1	0	0	0
BGC0001269	AM886292.1	1-4996	1	0	0	0
BGC0001270	Y15279.1	1-2900	1	0	0	0
BGC0001271	BN001308.1	4376518-4406428	14	0	0	0
BGC0001272	EU086466.1	1-8031	1	0	0	0
BGC0001273	AY540947.1	1-5301	1	0	0	0
BGC0001274	HM440974.1	1-2010	1	0	0	0
BGC0001275	AY941322.1	1-9951	1	0	0	0
BGC0001276	D85860.2	1-7588	1	0	0	0
BGC0001277	AF359361.3	1-57840	22	0	0	0
BGC0001278	AF359360.3	1-54488	24	0	0	0
BGC0001279	AF009418.1	1-2323	1	0	0	0
BGC0001280	LC011911.1	1-50001	8	0	0	0
BGC0001281	NC_026500.1	1-344927	114	0	0	0
BGC0001282	KC990457.1	1-63116	8	0	0	0
BGC0001283	NZ_CM001889.1	1080808-1113162	24	0	6	20
BGC0001284	KP941080.1	1-5292	1	0	0	0
BGC0001285	KT373879.1	1-22800	16	0	0	16
BGC0001286	KT852988.1	1-16181	7	0	0	0
BGC0001287	LN831790.1	1211049-1289829	29	0	0	0
BGC0001288	LC021382.1	1-149333	46	0	0	0
BGC0001289	KT934325.1	1-10643	9	0	0	0
BGC0001290	BN001307.1	4230453-4267876	5	0	0	0
BGC0001291	LC068607.1	1-9016	10	0	0	0
BGC0001292	KR476659.1	1-38456	23	0	0	0
BGC0001293	KT327068.1	1-49740	17	0	0	0
BGC0001294	NZ_LARV01000172.1	26868-35886	5	0	0	0
BGC0001295	KT381192.1	1-18154	14	0	0	0
BGC0001296	LC061217.1	1-43735	12	0	0	0
BGC0001297	KT362217.1	1-55539	40	0	0	0
BGC0001298	KF683117.1	1-41001	9	0	0	0
BGC0001299	KT368180.1	1-70336	19	0	0	0
BGC0001300	KT368179.1	1-59810	15	0	0	0
BGC0001301	LN871452.1	1-53253	9	0	0	0
BGC0001302	KP721214.1	1-25686	23	0	0	0
BGC0001303	KT209587.1	1-108672	46	0	0	0
BGC0001304	EQ963475.1	1142161-1157254	5	0	0	0
BGC0001305	HF679030.1	1347199-1371451	6	0	0	0
BGC0001306	EQ963476.1	840072-846480	4	0	0	0
BGC0001307	KT305743.1	1-4083	7	0	0	0
BGC0001308	NZ_JOAI01000014.1	122669-150449	27	0	0	0
BGC0001309	KT363732.1	1-7950	1	0	0	0
BGC0001310	CM000913.1	6460418-6463122	2	0	0	0
BGC0001311	NZ_ACOK01000098.1	1-15400	19	0	0	0
BGC0001312	AM181176.4	2788013-2831449	16	0	0	0
BGC0001313	NC_003075	8730000-8820000	23	0	0	0
BGC0001314	NC_003076	14190000-14250000	17	0	0	0
BGC0001315	MIBIG:BGC0001315.1	1-35297	6	0	0	0
BGC0001316	MIBIG:BGC0001316.1	1-409731	24	0	0	0
BGC0001317	MIBIG:BGC0001317.1	1-277585	18	0	0	0
BGC0001318	MIBIG:BGC0001318.1	1-80994	16	0	0	0
BGC0001319	MIBIG:BGC0001319.1	1-8094042	7	0	0	0
BGC0001320	MIBIG:BGC0001320.1	1-110073	3	0	0	0
BGC0001321	KC807998.1	1-149366	14	0	0	0
BGC0001322	KC807995.1	1-127509	15	0	0	0
BGC0001323	KC807997.1	1-76813	9	0	0	0
BGC0001324	KC807996.1	1-107124	14	0	0	0
BGC0001325	MIBIG:BGC0001325.1	1-401328	10	0	0	0
BGC0001327	NZ_JOEU01000001.1	164252-202669	9	0	1	8
BGC0001328	KK037233.1	194525-233421	15	0	0	15
BGC0001329	KL569388.1	1-36804	0	19	0	0
BGC0001330	NZ_LEKG01000004.1	20144-63730	20	0	0	0
BGC0001331	NZ_KB900339.1	10670-45645	14	0	3	12
BGC0001332	NZ_KB891904.1	1-42086	15	0	0	0
BGC0001333	JF439215.1	2570-22587	14	0	0	14
BGC0001334	JN165773.1	9571-30347	13	0	0	13
BGC0001335	JX827455.1	9991-36113	18	0	0	18
BGC0001336	KF551865.1	2596-15215	7	0	0	7
BGC0001337	KR052816.1	3107-25639	18	0	0	18
BGC0001338	KT781075.1	1-42813	16	0	0	16
BGC0001339	KU946987.1	1-69700	22	0	0	22
BGC0001340	KU928136.1	1-52546	20	0	0	20
BGC0001341	LXWF01000040.1	260465-281286	5	0	0	0
BGC0001342	GQ981381.1	1-81745	16	0	0	0
BGC0001343	AM404078.2	1-19349	18	0	0	0
BGC0001344	GU002154.1	1-51513	17	0	0	0
BGC0001345	AF299336.1	1-19653	12	0	0	0
BGC0001346	KX437753.1	1-34679	8	0	0	8
BGC0001347	KU936045.1	1-9583	2	0	2	2
BGC0001348	NZ_JOBF01000033.1	93200-164000	16	0	4	11
BGC0001349	KP742963.1	1-84595	24	0	0	0
BGC0001350	KT727016.1	1-99059	23	0	0	0
BGC0001351	KU363800.1	1-41608	24	0	0	0
BGC0001352	LN879414.1	1-46601	35	0	0	0
BGC0001353	LN879412.1	1-13567	4	0	0	0
BGC0001354	LN879418.1	1-26211	14	0	0	0
BGC0001355	LN879416.1	1-27100	14	0	0	0
BGC0001356	AHKH01000064.1	23026-28726	5	0	0	0
BGC0001357	KT826756.1	1406-28337	13	0	0	0
BGC0001358	LSBH01000002.1	1034990-1134564	20	0	0	0
BGC0001359	LN997801.1	1-99360	19	0	0	0
BGC0001360	HG792019.1	1294894-1318068	8	0	0	0
BGC0001361	CP006250.1	2257658-2262237	4	0	0	0
BGC0001362	CP002977.1	88769-108392	19	0	0	0
BGC0001363	AL646053.1	777573-820780	5	0	0	0
BGC0001364	NZ_KB907211.1	317875-335464	19	0	0	0
BGC0001365	CAGA01000011.1	360607-384390	11	0	0	0
BGC0001366	KU243130.1	1-15462	0	16	0	0
BGC0001367	CP001804.1	1031546-1071265	17	0	0	0
BGC0001368	NZ_JOIB01000012.1	141495-183631	25	0	0	0
BGC0001369	KX523614.1	1-30926	31	0	0	0
BGC0001370	KT362047.1	1-79876	44	0	0	0
BGC0001371	KT806042.1	1-56631	13	0	0	0
BGC0001372	KX528209.1	1-53605	14	0	0	0
BGC0001373	LC079035.1	1-117221	34	0	0	0
BGC0001374	KU569241.1	1-17250	14	0	0	0
BGC0001375	LC027937.1	1-12837	5	0	0	0
BGC0001376	KT713752.1	1-35845	33	0	0	0
BGC0001377	KT762610.1	1-45001	32	0	0	0
BGC0001378	KT716443.1	1-49994	36	0	0	0
BGC0001379	LC122485.1	1-33575	28	0	0	0
BGC0001380	KT780309.1	1-19646	16	0	0	0
BGC0001381	KP161205.1	1-210303	101	0	0	0
BGC0001382	KT362050.1	1-41148	32	0	0	0
BGC0001383	KF815729.1	1-55350	9	0	0	0
BGC0001384	LC131463.1	1-44148	36	0	0	0
BGC0001385	KU928136.1	1-52546	20	0	0	0
BGC0001386	LC125462.1	1-25601	25	0	0	0
BGC0001387	KU881767.1	1-29758	23	0	0	0
BGC0001388	KR080485.1	1-6188	9	0	0	0
BGC0001389	KJ513094.1	1-84760	13	0	0	0
BGC0001390	LC125467.1	1-19745	3	0	0	0
BGC0001391	KT454399.1	1-10393	8	0	0	0
BGC0001392	CP001699.1	6791760-6813685	17	0	0	0
BGC0001393	FR870271.1	850457-881240	15	0	0	0
BGC0001394	CP004025.1	5512653-5568893	12	0	0	0
BGC0001395	KU726098.1	1-24720	18	0	0	0
BGC0001396	KU568466.1	1-81762	38	0	0	0
BGC0001397	CP013739.1	20150-92825	58	0	0	0
BGC0001398	KU645826.1	1-570	1	0	0	0
BGC0001399	BN001302.1	3931512-3944770	5	0	0	0
BGC0001400	CH476608.1	371404-386869	5	0	0	0
BGC0001401	JF739169.1	1-2055	1	0	0	0
BGC0001402	CVMT01000002.1	2179859-2218283	8	0	0	0
BGC0001403	CM000172.1	3820195-3845905	14	0	0	0
BGC0001404	AM920436.1	1187590-1216347	7	0	0	0
BGC0001405	CH408033.1	2447651-2507160	18	0	0	0
BGC0001406	KT881498.1	1-82135	34	0	0	0
BGC0001407	ADFM01000043.1	59854-70655	11	0	0	0
BGC0001408	AE013598.1	1377590-1387887	7	0	0	0
BGC0001409	KP710956.1	1-59215	49	0	0	0
BGC0001410	AF189282.1	1-16792	15	0	0	0
BGC0001411	AF285774.2	1-34508	30	0	0	0
BGC0001412	AF048749.1	1-24454	25	0	0	0
BGC0001413	KP836244.1	1-52081	24	0	0	0
BGC0001414	KP211414.1	1-66865	26	0	0	0
BGC0001415	HG326223.1	2414944-2445231	8	0	0	0
BGC0001416	LIRD01000002.1	764645-879715	14	0	0	0
BGC0001417	KX622587	1-34448	12	0	8	4
BGC0001418	KX622588	1-40460	12	0	8	4
BGC0001419	KX622589	1-40204	12	0	8	4
BGC0001420	KX622590	1-43282	13	0	9	4
BGC0001421	KX622591	1-47099	13	0	9	4
BGC0001422	KX622592	1-42748	14	0	10	4
BGC0001423	KX622593	1-41128	13	0	9	4
BGC0001424	KX622594	1-41589	14	0	10	4
BGC0001425	KX622595	1-44135	13	0	9	4
BGC0001426	KX622596	1-44134	13	0	9	4
BGC0001427	KX622597	1-44152	13	0	9	4
BGC0001428	KX622598	1-44682	14	0	10	4
BGC0001429	KX622599	1-39989	12	0	8	4
BGC0001430	KX622600	1-38283	12	0	8	4
BGC0001431	KX622601	1-39885	12	0	8	4
BGC0001432	KX622602	1-42417	7	0	3	4
BGC0001433	LT615255.1	1-68295	37	0	0	14
BGC0001434	KR871223.1	1-14218	3	0	0	0
BGC0001435	KF954512.1	1-36760	25	0	0	0
BGC0001436	MF197864.1	1-58291	21	0	0	21
BGC0001437	KX931446.1	1-19561	14	0	0	14
BGC0001438	KZ195572.1	1756999-1795313	34	0	1	33
BGC0001439	KZ195574.1	7078663-7118727	33	0	1	32
BGC0001440	KY249117.1	1-13771	10	0	0	10
BGC0001441	KY249118.1	1-27983	24	0	0	24
BGC0001442	KY906183.1	1-32297	18	0	0	18
BGC0001443	NZ_KB907224.1	32199-56356	18	0	0	18
BGC0001444	NZ_JJOB01000001.1	5309241-5323285	10	0	0	0
BGC0001445	EQ963479.1	704693-736312	11	0	0	11
BGC0001446	EQ963472.1	2642293-2658105	4	0	0	4
BGC0001447	AHBX01000216.1	70636-183316	37	0	0	0
BGC0001448	KY654519.1	1-72298	39	0	0	39
BGC0001449	CP003004.1	1175000-1217500	13	0	0	13
BGC0001450	MF989995.1	1-2837	1	0	0	0
BGC0001451	NZ_LGTG01000643.1	62709-98508	8	0	0	0
BGC0001452	LT986736.1	1-93434	0	36	36	0
BGC0001453	LT989883.1	1-7234	0	6	6	0
BGC0001454	LT989884.1	1-1185	0	1	1	0
BGC0001455	LT989885.1	1-26743	0	16	16	0
BGC0001456	LT989886.1	1-9777	0	8	8	0
BGC0001457	LT990689.1	1-54671	0	37	0	0
BGC0001458	NC_009380.1	4714378-4725672	9	0	0	0
BGC0001459	LOBU02000007.1	259653-327583	38	0	0	0
BGC0001460	AOHO01000074.1	276857-343203	36	0	0	0
BGC0001461	MQUP01000022.1	97566-165358	36	0	0	0
BGC0001462	MQUQ01000006.1	95249-164623	37	0	0	0
BGC0001463	KT808878.1	1-6707	6	0	0	0
BGC0001464	KR011923.1	1-6705	6	0	0	0
BGC0001465	NC_015276.1	4521275-4533494	11	0	0	0
BGC0001466	MG837519.1	1-9221	1	0	0	0
BGC0001467	NZ_KE650771.1	6215740-6241521	5	0	0	5
BGC0001468	PKFQ01000001.1	5989046-5998011	8	0	0	8
BGC0001469	LMPN02000037.1	252909-282961	12	0	1	11
BGC0001470	LMPN02000017.1	223174-318348	15	0	0	15
BGC0001471	NZ_FOEF01000002.1	708692-733454	20	0	0	0
BGC0001472	KC894738.1	1-19486	15	0	0	0
BGC0001473	PYBV01000027.1	92736-124586	21	0	0	0
BGC0001474	PYBW01000040.1	24523-52894	22	0	0	0
BGC0001475	NT_165929.1	472400-482020	4	0	0	0
BGC0001476	MG266907.1	1-17700	16	0	0	16
BGC0001477	MG459168.1	1-116700	25	0	0	25
BGC0001478	MG459167.1	1-5420	4	0	0	4
BGC0001479	CP001037.1	3055744-3062289	1	0	8	1
BGC0001480	NZ_JMLA01000001.1	833380-853163	18	0	0	18
BGC0001481	HF679032.1	374418-375674	1	0	0	0
BGC0001483	KT895008.1	1-25255	21	0	0	0
BGC0001484	KP025768.1	1-36432	31	0	0	0
BGC0001485	MF462127.1	1-18179	15	0	0	0
BGC0001486	AEAK01000424.1	11297-22510	10	0	0	0
BGC0001487	MF955860.1	1-9112	9	0	0	0
BGC0001488	CM001025.1	5551843-5565594	14	0	0	0
BGC0001489	MG777496.1	7141-29885	6	0	0	0
BGC0001490	KX588879.1	1-8722	8	0	0	0
BGC0001491	MEIA01000001.1	2115-127936	24	0	0	0
BGC0001492	KY432814.1	1-70308	32	0	0	0
BGC0001493	NZ_JODT01000002.1	72758-75568	4	0	0	0
BGC0001494	ATGG01000011.1	239953-245137	5	0	0	0
BGC0001495	LC326402.1	1-56721	10	0	0	0
BGC0001496	AYXG01000139.1	79318-88354	11	0	0	0
BGC0001497	KY906183.1	1-32297	18	0	0	0
BGC0001498	CBXF010000089.1	16055-30575	9	0	0	0
BGC0001499	MH015021.1	1-14029	6	0	0	0
BGC0001500	KT996129.1	1-45228	37	0	0	0
BGC0001501	KY026488.1	1-42974	33	0	0	0
BGC0001502	NC_008570.1	2741866-2757479	7	0	0	0
BGC0001503	MF990204.1	1-89350	70	0	0	0
BGC0001504	CP024894.1	4663087-4676820	8	0	0	0
BGC0001505	MF140698.1	1-10279	10	0	0	0
BGC0001506	NZ_JOAW01000056.1	3033-5863	5	0	0	0
BGC0001507	JJOH01000097.1	42653-46158	4	0	0	0
